baseline,dataset,model,kc,poison_rate,seed,baseline_clean_acc_pct,adaptive_clean_acc_pct,clean_acc_adaptive_improvement_pp,baseline_valid_asr_pct,adaptive_valid_asr_pct,valid_asr_adaptive_improvement_pp,baseline_wrong_asr_pct,adaptive_wrong_asr_pct,wrong_asr_adaptive_improvement_pp,baseline_single_leak_pct,adaptive_single_leak_pct,single_leak_adaptive_improvement_pp,baseline_invalid_leak_pct,adaptive_invalid_leak_pct,invalid_leak_adaptive_improvement_pp,baseline_csg_pct,adaptive_csg_pct,csg_adaptive_improvement_pp
full,cifar10,resnet18,4,0.01,0,93.78,93.85,0.07000000000000339,99.78055555555555,99.82777777777778,0.047222222222231824,0.15555555555555556,0.13333333333333333,0.02222222222222222,2.1187500000000004,1.39,0.7287500000000002,2.2075,2.2191666666666663,-0.011666666666666423,97.57305555555556,97.60861111111112,0.03555555555556644
full,cifar10,resnet18,4,0.01,1,93.83,94.07,0.23999999999999577,99.93333333333334,99.95,0.01666666666666483,0.06666666666666667,0.07777777777777778,-0.01111111111111111,1.90875,2.40625,-0.49750000000000005,2.39,2.5108333333333333,-0.12083333333333321,97.54333333333334,97.43916666666668,-0.10416666666666075
full,cifar10,resnet18,4,0.01,2,93.82000000000001,94.31,0.49000000000000155,99.85833333333333,99.82222222222222,-0.036111111111114536,0.12222222222222222,0.12222222222222222,0.0,1.805,1.585,0.22000000000000006,2.1533333333333333,2.1566666666666667,-0.003333333333333313,97.70500000000001,97.66555555555556,-0.0394444444444475
naive_dual,cifar10,resnet18,4,0.01,0,94.39999999999999,93.85,-0.5499999999999949,99.97222222222223,99.82777777777778,-0.14444444444444704,0.044444444444444446,0.13333333333333333,-0.08888888888888888,46.94625,1.39,45.55625,89.935,2.2191666666666663,87.71583333333332,10.03722222222223,97.60861111111112,87.57138888888889
naive_dual,cifar10,resnet18,4,0.01,1,94.27,94.07,-0.20000000000000018,99.9638888888889,99.95,-0.01388888888889106,0.044444444444444446,0.07777777777777778,-0.033333333333333326,55.0075,2.40625,52.60125,88.87916666666666,2.5108333333333333,86.36833333333334,11.084722222222233,97.43916666666668,86.35444444444444
naive_dual,cifar10,resnet18,4,0.01,2,93.89999999999999,94.31,0.41000000000001036,99.85277777777777,99.82222222222222,-0.03055555555554479,0.15555555555555556,0.12222222222222222,0.033333333333333326,47.760000000000005,1.585,46.175000000000004,89.33250000000001,2.1566666666666667,87.17583333333334,10.520277777777764,97.66555555555556,87.14527777777779
single,cifar10,resnet18,4,0.01,0,93.85,93.85,0.0,100.0,99.82777777777778,-0.17222222222221806,0.0,0.13333333333333333,-0.13333333333333333,89.87625,1.39,88.48625,88.42166666666667,2.2191666666666663,86.2025,10.123749999999998,97.60861111111112,87.48486111111113
single,cifar10,resnet18,4,0.01,1,93.95,94.07,0.11999999999999789,100.0,99.95,-0.04999999999999449,0.0,0.07777777777777778,-0.07777777777777778,89.90875,2.40625,87.50250000000001,87.3075,2.5108333333333333,84.79666666666668,10.091249999999995,97.43916666666668,87.34791666666668
single,cifar10,resnet18,4,0.01,2,93.89,94.31,0.42000000000000925,100.0,99.82222222222222,-0.1777777777777767,0.0,0.12222222222222222,-0.12222222222222222,89.90125,1.585,88.31625,87.49249999999999,2.1566666666666667,85.33583333333333,10.09875,97.66555555555556,87.56680555555556
wo_invalid,cifar10,resnet18,4,0.01,0,94.08,93.85,-0.22999999999999687,99.75277777777778,99.82777777777778,0.07500000000000284,0.2555555555555556,0.13333333333333333,0.12222222222222225,1.7437500000000001,1.39,0.35375000000000023,17.45916666666667,2.2191666666666663,15.24,82.2936111111111,97.60861111111112,15.315000000000012
wo_invalid,cifar10,resnet18,4,0.01,1,93.92,94.07,0.14999999999999458,99.69444444444444,99.95,0.2555555555555644,0.14444444444444443,0.07777777777777778,0.06666666666666667,2.0725000000000002,2.40625,-0.33375,18.975,2.5108333333333333,16.464166666666667,80.71944444444445,97.43916666666668,16.719722222222234
wo_invalid,cifar10,resnet18,4,0.01,2,93.95,94.31,0.36000000000000476,99.79444444444445,99.82222222222222,0.027777777777771018,0.24444444444444444,0.12222222222222222,0.12222222222222222,2.1725000000000003,1.585,0.5875000000000001,23.358333333333334,2.1566666666666667,21.201666666666664,76.43611111111112,97.66555555555556,21.229444444444447
full,cifar10,resnet18,4,0.05,0,94.06,94.27,0.20999999999999908,100.0,99.99444444444445,-0.005555555555547542,0.0,0.0,0.0,1.1375,1.08375,0.05374999999999998,1.6158333333333335,1.7475,-0.13166666666666674,98.38416666666666,98.24694444444445,-0.1372222222222108
full,cifar10,resnet18,4,0.05,1,94.06,94.17999999999999,0.11999999999999789,99.99444444444445,99.99166666666667,-0.0027777777777848733,0.0,0.011111111111111112,-0.011111111111111112,1.2012500000000002,1.10625,0.09500000000000011,1.6808333333333334,1.5125,0.16833333333333353,98.31361111111111,98.47916666666667,0.16555555555555213
full,cifar10,resnet18,4,0.05,2,93.97,94.12,0.15000000000000568,100.0,99.9888888888889,-0.011111111111106187,0.0,0.011111111111111112,-0.011111111111111112,0.9787499999999999,0.84625,0.13249999999999998,1.4825,1.3575,0.12499999999999994,98.5175,98.63138888888889,0.11388888888889115
naive_dual,cifar10,resnet18,4,0.05,0,93.81,94.27,0.45999999999999375,99.99444444444445,99.99444444444445,0.0,0.011111111111111112,0.0,0.011111111111111112,46.46375,1.08375,45.379999999999995,90.05416666666667,1.7475,88.30666666666667,9.940277777777784,98.24694444444445,88.30666666666667
naive_dual,cifar10,resnet18,4,0.05,1,93.92,94.17999999999999,0.25999999999999357,99.98333333333332,99.99166666666667,0.008333333333343518,0.022222222222222223,0.011111111111111112,0.011111111111111112,47.0425,1.10625,45.93625,89.7925,1.5125,88.28,10.190833333333327,98.47916666666667,88.28833333333334
naive_dual,cifar10,resnet18,4,0.05,2,93.88,94.12,0.24000000000000687,100.0,99.9888888888889,-0.011111111111106187,0.0,0.011111111111111112,-0.011111111111111112,47.7825,0.84625,46.93625,89.8675,1.3575,88.51,10.1325,98.63138888888889,88.4988888888889
single,cifar10,resnet18,4,0.05,0,93.78,94.27,0.49000000000000155,100.0,99.99444444444445,-0.005555555555547542,0.0,0.0,0.0,89.98375,1.08375,88.9,94.02000000000001,1.7475,92.27250000000001,5.979999999999997,98.24694444444445,92.26694444444445
single,cifar10,resnet18,4,0.05,1,94.3,94.17999999999999,-0.11999999999999789,100.0,99.99166666666667,-0.008333333333332416,0.0,0.011111111111111112,-0.011111111111111112,90.09625,1.10625,88.99000000000001,92.15166666666667,1.5125,90.63916666666667,7.8483333333333345,98.47916666666667,90.63083333333334
single,cifar10,resnet18,4,0.05,2,94.32000000000001,94.12,-0.20000000000000018,100.0,99.9888888888889,-0.011111111111106187,0.0,0.011111111111111112,-0.011111111111111112,90.03750000000001,0.84625,89.19125,92.57583333333334,1.3575,91.21833333333333,7.424166666666665,98.63138888888889,91.20722222222223
wo_invalid,cifar10,resnet18,4,0.05,0,94.11,94.27,0.15999999999999348,99.98333333333333,99.99444444444445,0.011111111111117289,0.011111111111111112,0.0,0.011111111111111112,1.0999999999999999,1.08375,0.016249999999999945,31.1,1.7475,29.3525,68.88333333333334,98.24694444444445,29.36361111111111
wo_invalid,cifar10,resnet18,4,0.05,1,94.05,94.17999999999999,0.12999999999999678,99.99722222222222,99.99166666666667,-0.0055555555555586444,0.0,0.011111111111111112,-0.011111111111111112,1.17875,1.10625,0.0725,29.276666666666667,1.5125,27.764166666666668,70.72055555555556,98.47916666666667,27.758611111111108
wo_invalid,cifar10,resnet18,4,0.05,2,93.97999999999999,94.12,0.14000000000000679,99.98611111111111,99.9888888888889,0.0027777777777848733,0.022222222222222223,0.011111111111111112,0.011111111111111112,1.2325,0.84625,0.38625,2.145,1.3575,0.7875,97.84111111111112,98.63138888888889,0.7902777777777814
full,cifar10,resnet18,8,0.01,0,94.08,93.67,-0.40999999999999925,99.43749999999999,99.72638888888889,0.2888888888889052,0.9555555555555555,0.6444444444444445,0.31111111111111106,3.633125,3.094375,0.5387500000000003,5.395,4.697500000000001,0.6974999999999996,94.04249999999999,95.0288888888889,0.9863888888889116
full,cifar10,resnet18,8,0.01,1,93.96,94.15,0.19000000000000128,99.60277777777779,99.60138888888889,-0.0013888888888868856,0.7777777777777778,0.5888888888888889,0.18888888888888888,3.2893749999999997,2.88625,0.403125,4.793928571428571,4.356964285714286,0.4369642857142857,94.80884920634921,95.24442460317462,0.435575396825405
full,cifar10,resnet18,8,0.01,2,93.87,93.82000000000001,-0.04999999999999449,99.20694444444445,99.5736111111111,0.3666666666666596,1.0555555555555556,0.6,0.4555555555555556,3.251875,3.0925000000000002,0.1593749999999998,4.752142857142857,4.994464285714286,-0.24232142857142855,94.45480158730159,94.57914682539682,0.1243452380952359
naive_dual,cifar10,resnet18,8,0.01,0,93.86,93.67,-0.19000000000000128,99.91666666666667,99.72638888888889,-0.19027777777776977,0.24444444444444444,0.6444444444444445,-0.4,47.12,3.094375,44.025625000000005,89.7275,4.697500000000001,85.03,10.18916666666666,95.0288888888889,84.83972222222224
naive_dual,cifar10,resnet18,8,0.01,1,93.83,94.15,0.31999999999999806,99.88472222222222,99.60138888888889,-0.28333333333332433,0.16666666666666669,0.5888888888888889,-0.42222222222222217,47.294375,2.88625,44.408125,89.80071428571429,4.356964285714286,85.44375000000001,10.084007936507932,95.24442460317462,85.16041666666668
naive_dual,cifar10,resnet18,8,0.01,2,93.99,93.82000000000001,-0.16999999999999238,99.93750000000001,99.5736111111111,-0.363888888888908,0.16666666666666669,0.6,-0.4333333333333333,47.06,3.0925000000000002,43.9675,89.79125,4.994464285714286,84.79678571428572,10.146250000000013,94.57914682539682,84.43289682539681
single,cifar10,resnet18,8,0.01,0,94.41000000000001,93.67,-0.7400000000000073,100.0,99.72638888888889,-0.27361111111110503,0.0,0.6444444444444445,-0.6444444444444445,89.81937500000001,3.094375,86.725,87.03232142857142,4.697500000000001,82.33482142857143,10.180625,95.0288888888889,84.8482638888889
single,cifar10,resnet18,8,0.01,1,94.24,94.15,-0.09000000000000119,100.0,99.60138888888889,-0.39861111111110237,0.0,0.5888888888888889,-0.5888888888888889,89.82124999999999,2.88625,86.935,86.33160714285715,4.356964285714286,81.97464285714287,10.178750000000003,95.24442460317462,85.06567460317461
single,cifar10,resnet18,8,0.01,2,94.25,93.82000000000001,-0.42999999999999705,100.0,99.5736111111111,-0.4263888888888956,0.0,0.6,-0.6,89.879375,3.0925000000000002,86.786875,86.5480357142857,4.994464285714286,81.55357142857143,10.120625000000006,94.57914682539682,84.45852182539682
wo_invalid,cifar10,resnet18,8,0.01,0,93.67999999999999,93.67,-0.009999999999998899,99.5013888888889,99.72638888888889,0.22499999999999742,0.7444444444444445,0.6444444444444445,0.1,5.1775,3.094375,2.0831250000000003,29.06035714285714,4.697500000000001,24.36285714285714,70.44103174603175,95.0288888888889,24.58785714285714
wo_invalid,cifar10,resnet18,8,0.01,1,93.89999999999999,94.15,0.2500000000000058,99.49722222222222,99.60138888888889,0.10416666666668295,1.0666666666666667,0.5888888888888889,0.47777777777777775,4.945625,2.88625,2.059375,30.76267857142857,4.356964285714286,26.405714285714282,68.73454365079364,95.24442460317462,26.50988095238097
wo_invalid,cifar10,resnet18,8,0.01,2,93.31,93.82000000000001,0.5099999999999993,98.89166666666668,99.5736111111111,0.6819444444444267,2.0,0.6,1.4000000000000001,5.644375,3.0925000000000002,2.551875,24.258214285714285,4.994464285714286,19.26375,74.63345238095239,94.57914682539682,19.945694444444428
full,cifar10,resnet18,8,0.05,0,94.15,93.84,-0.30999999999999917,99.99305555555556,99.9875,-0.0055555555555586444,0.011111111111111112,0.03333333333333333,-0.02222222222222222,1.9124999999999999,2.051875,-0.13937499999999992,2.8898214285714285,3.129642857142857,-0.23982142857142882,97.10323412698413,96.85785714285714,-0.24537698412698816
full,cifar10,resnet18,8,0.05,1,94.06,93.96,-0.10000000000000009,99.98472222222223,99.98888888888891,0.004166666666671759,0.044444444444444446,0.022222222222222223,0.022222222222222223,2.044375,2.033125,0.011250000000000149,3.200535714285714,3.16,0.040535714285713786,96.78418650793652,96.82888888888891,0.04470238095238832
full,cifar10,resnet18,8,0.05,2,93.95,94.03,0.08000000000000229,99.98194444444445,99.9888888888889,0.00694444444444553,0.03333333333333333,0.022222222222222223,0.01111111111111111,2.285625,1.970625,0.315,3.4771428571428573,3.1289285714285713,0.3482142857142857,96.50480158730159,96.85996031746032,0.35515873015873334
naive_dual,cifar10,resnet18,8,0.05,0,93.42,93.84,0.41999999999999815,99.9625,99.9875,0.024999999999997247,0.13333333333333333,0.03333333333333333,0.1,49.391875,2.051875,47.34,86.45642857142857,3.129642857142857,83.3267857142857,13.506071428571431,96.85785714285714,83.35178571428571
naive_dual,cifar10,resnet18,8,0.05,1,93.86,93.96,0.10000000000000009,99.95694444444445,99.98888888888891,0.03194444444445388,0.1111111111111111,0.022222222222222223,0.08888888888888889,46.900625,2.033125,44.8675,89.90892857142858,3.16,86.74892857142858,10.048015873015881,96.82888888888891,86.78087301587303
naive_dual,cifar10,resnet18,8,0.05,2,93.87,94.03,0.16000000000000458,99.98194444444445,99.9888888888889,0.00694444444444553,0.044444444444444446,0.022222222222222223,0.022222222222222223,49.423125,1.970625,47.4525,89.73303571428572,3.1289285714285713,86.60410714285715,10.248908730158735,96.85996031746032,86.61105158730159
single,cifar10,resnet18,8,0.05,0,93.95,93.84,-0.10999999999999899,100.0,99.9875,-0.012500000000004174,0.0,0.03333333333333333,-0.03333333333333333,89.955,2.051875,87.90312499999999,90.0482142857143,3.129642857142857,86.91857142857144,9.95178571428571,96.85785714285714,86.90607142857144
single,cifar10,resnet18,8,0.05,1,94.19,93.96,-0.22999999999999687,100.0,99.98888888888891,-0.011111111111095084,0.0,0.022222222222222223,-0.022222222222222223,89.96125,2.033125,87.928125,90.72196428571428,3.16,87.56196428571428,9.278035714285714,96.82888888888891,87.55085317460319
single,cifar10,resnet18,8,0.05,2,94.34,94.03,-0.30999999999999917,100.0,99.9888888888889,-0.011111111111106187,0.0,0.022222222222222223,-0.022222222222222223,89.970625,1.970625,88.0,89.84892857142857,3.1289285714285713,86.72000000000001,10.029374999999996,96.85996031746032,86.83058531746033
wo_invalid,cifar10,resnet18,8,0.05,0,93.91000000000001,93.84,-0.07000000000000339,99.94999999999999,99.9875,0.03750000000000142,0.1111111111111111,0.03333333333333333,0.07777777777777778,2.743125,2.051875,0.6912500000000001,24.539464285714285,3.129642857142857,21.40982142857143,75.41053571428571,96.85785714285714,21.44732142857143
wo_invalid,cifar10,resnet18,8,0.05,1,93.97,93.96,-0.009999999999998899,99.9611111111111,99.98888888888891,0.027777777777804324,0.06666666666666667,0.022222222222222223,0.04444444444444444,2.853125,2.033125,0.8200000000000003,22.331607142857145,3.16,19.171607142857145,77.62950396825396,96.82888888888891,19.199384920634955
wo_invalid,cifar10,resnet18,8,0.05,2,93.92,94.03,0.10999999999999899,99.97361111111111,99.9888888888889,0.015277777777789048,0.05555555555555555,0.022222222222222223,0.03333333333333333,2.921875,1.970625,0.95125,23.124642857142856,3.1289285714285713,19.995714285714286,76.84896825396825,96.85996031746032,20.010992063492072
full,cifar10,vgg11,4,0.01,0,90.36,90.56,0.20000000000000018,98.95277777777778,99.22500000000001,0.27222222222222925,0.4888888888888889,0.36666666666666664,0.12222222222222222,4.31875,3.7699999999999996,0.54875,5.540833333333333,5.29,0.2508333333333328,93.41194444444444,93.93500000000002,0.5230555555555627
full,cifar10,vgg11,4,0.01,1,90.45,90.21000000000001,-0.23999999999999577,98.21111111111111,98.63888888888889,0.4277777777777714,0.7666666666666666,0.8,-0.033333333333333395,3.57125,3.8524999999999996,-0.28124999999999956,4.605833333333333,5.304166666666667,-0.6983333333333335,93.60527777777779,93.33472222222223,-0.27055555555556277
full,cifar10,vgg11,4,0.01,2,90.61,90.48,-0.12999999999999678,98.12222222222222,99.1138888888889,0.9916666666666685,1.3444444444444446,0.6222222222222222,0.7222222222222223,4.206250000000001,4.04125,0.16500000000000056,5.4191666666666665,4.901666666666666,0.5174999999999998,92.70305555555555,94.21222222222222,1.5091666666666614
naive_dual,cifar10,vgg11,4,0.01,0,90.83,90.56,-0.27000000000000357,99.64999999999999,99.22500000000001,-0.4249999999999865,0.33333333333333337,0.36666666666666664,-0.033333333333333305,51.214999999999996,3.7699999999999996,47.445,89.5325,5.29,84.24249999999999,10.11749999999999,93.93500000000002,83.81750000000002
naive_dual,cifar10,vgg11,4,0.01,1,90.78,90.21000000000001,-0.5700000000000038,99.68888888888888,98.63888888888889,-1.0499999999999954,0.32222222222222224,0.8,-0.47777777777777786,50.89875000000001,3.8524999999999996,47.04625000000001,88.63583333333334,5.304166666666667,83.33166666666668,11.053055555555547,93.33472222222223,82.28166666666668
naive_dual,cifar10,vgg11,4,0.01,2,90.47,90.48,0.010000000000010001,99.68888888888888,99.1138888888889,-0.5749999999999922,0.24444444444444444,0.6222222222222222,-0.37777777777777777,52.33125,4.04125,48.28999999999999,88.82833333333333,4.901666666666666,83.92666666666666,10.860555555555552,94.21222222222222,83.35166666666667
single,cifar10,vgg11,4,0.01,0,90.31,90.56,0.24999999999999467,99.99722222222222,99.22500000000001,-0.7722222222222186,0.011111111111111112,0.36666666666666664,-0.3555555555555555,89.685,3.7699999999999996,85.915,87.91916666666667,5.29,82.62916666666666,10.312222222222223,93.93500000000002,83.62277777777778
single,cifar10,vgg11,4,0.01,1,90.81,90.21000000000001,-0.6000000000000005,100.0,98.63888888888889,-1.361111111111113,0.0,0.8,-0.8,89.66375,3.8524999999999996,85.81125,87.56416666666667,5.304166666666667,82.26,10.336250000000003,93.33472222222223,82.99847222222222
single,cifar10,vgg11,4,0.01,2,90.83,90.48,-0.34999999999999476,100.0,99.1138888888889,-0.8861111111111097,0.0,0.6222222222222222,-0.6222222222222222,89.51249999999999,4.04125,85.47125,87.26916666666666,4.901666666666666,82.36749999999999,10.487500000000004,94.21222222222222,83.72472222222221
wo_invalid,cifar10,vgg11,4,0.01,0,90.58,90.56,-0.0200000000000089,99.375,99.22500000000001,-0.14999999999999458,0.34444444444444444,0.36666666666666664,-0.02222222222222222,4.5287500000000005,3.7699999999999996,0.7587500000000004,18.3025,5.29,13.0125,81.0725,93.93500000000002,12.86250000000001
wo_invalid,cifar10,vgg11,4,0.01,1,91.05,90.21000000000001,-0.8399999999999963,98.83611111111111,98.63888888888889,-0.1972222222222153,0.5111111111111112,0.8,-0.28888888888888886,4.2612499999999995,3.8524999999999996,0.40875000000000006,16.1,5.304166666666667,10.795833333333334,82.7361111111111,93.33472222222223,10.598611111111122
wo_invalid,cifar10,vgg11,4,0.01,2,90.53999999999999,90.48,-0.05999999999999339,98.46666666666667,99.1138888888889,0.6472222222222213,1.0444444444444443,0.6222222222222222,0.42222222222222217,4.57625,4.04125,0.535,10.510833333333332,4.901666666666666,5.609166666666667,87.95583333333333,94.21222222222222,6.256388888888886
full,cifar10,vgg11,4,0.05,0,90.5,90.34,-0.16000000000000458,99.93611111111112,99.91944444444445,-0.01666666666666483,0.06666666666666667,0.05555555555555555,0.01111111111111111,2.4899999999999998,2.4525,0.037499999999999686,3.0733333333333333,3.078333333333333,-0.004999999999999796,96.86277777777778,96.8411111111111,-0.021666666666675383
full,cifar10,vgg11,4,0.05,1,90.41,91.09,0.6800000000000028,99.88333333333334,99.93888888888888,0.05555555555555314,0.13333333333333333,0.03333333333333333,0.1,2.3125,2.3675,-0.05500000000000019,3.1225,3.045,0.07749999999999979,96.76083333333334,96.8938888888889,0.13305555555555015
full,cifar10,vgg11,4,0.05,2,90.93,90.77,-0.16000000000000458,99.85,99.93055555555556,0.08055555555556149,0.1,0.044444444444444446,0.05555555555555555,2.4675,2.2624999999999997,0.20499999999999996,2.9425,3.305,-0.3625000000000003,96.90749999999998,96.62555555555555,-0.28194444444443745
naive_dual,cifar10,vgg11,4,0.05,0,90.78,90.34,-0.44000000000000705,99.96666666666665,99.91944444444445,-0.04722222222220962,0.03333333333333333,0.05555555555555555,-0.022222222222222223,50.503750000000004,2.4525,48.05125,90.00833333333334,3.078333333333333,86.92999999999999,9.958333333333325,96.8411111111111,86.88277777777779
naive_dual,cifar10,vgg11,4,0.05,1,90.9,91.09,0.19000000000000128,99.93611111111112,99.93888888888888,0.002777777777773771,0.06666666666666667,0.03333333333333333,0.03333333333333333,51.363749999999996,2.3675,48.996249999999996,89.78833333333334,3.045,86.74333333333334,10.147777777777778,96.8938888888889,86.74611111111112
naive_dual,cifar10,vgg11,4,0.05,2,90.60000000000001,90.77,0.16999999999999238,99.96944444444445,99.93055555555556,-0.03888888888889941,0.03333333333333333,0.044444444444444446,-0.011111111111111115,49.45,2.2624999999999997,47.1875,89.7475,3.305,86.4425,10.221944444444453,96.62555555555555,86.4036111111111
single,cifar10,vgg11,4,0.05,0,91.12,90.34,-0.7800000000000029,100.0,99.91944444444445,-0.08055555555555038,0.0,0.05555555555555555,-0.05555555555555555,89.96625,2.4525,87.51375,91.27250000000001,3.078333333333333,88.19416666666666,8.7275,96.8411111111111,88.11361111111111
single,cifar10,vgg11,4,0.05,1,90.92,91.09,0.17000000000000348,100.0,99.93888888888888,-0.06111111111111178,0.0,0.03333333333333333,-0.03333333333333333,89.86375,2.3675,87.49625,89.03666666666666,3.045,85.99166666666666,10.136250000000002,96.8938888888889,86.75763888888889
single,cifar10,vgg11,4,0.05,2,91.09,90.77,-0.32000000000000917,100.0,99.93055555555556,-0.0694444444444442,0.0,0.044444444444444446,-0.044444444444444446,89.99000000000001,2.2624999999999997,87.7275,90.69333333333334,3.305,87.38833333333334,9.306666666666663,96.62555555555555,87.31888888888889
wo_invalid,cifar10,vgg11,4,0.05,0,90.57,90.34,-0.22999999999999687,99.93055555555556,99.91944444444445,-0.011111111111106187,0.044444444444444446,0.05555555555555555,-0.01111111111111111,2.91125,2.4525,0.45874999999999977,4.604166666666667,3.078333333333333,1.5258333333333336,95.32638888888889,96.8411111111111,1.51472222222222
wo_invalid,cifar10,vgg11,4,0.05,1,91.32000000000001,91.09,-0.22999999999999687,99.92777777777778,99.93888888888888,0.011111111111117289,0.07777777777777778,0.03333333333333333,0.04444444444444444,3.17375,2.3675,0.80625,4.666666666666667,3.045,1.6216666666666668,95.2611111111111,96.8938888888889,1.632777777777783
wo_invalid,cifar10,vgg11,4,0.05,2,90.79,90.77,-0.0200000000000089,99.94722222222222,99.93055555555556,-0.01666666666666483,0.12222222222222222,0.044444444444444446,0.07777777777777778,2.8674999999999997,2.2624999999999997,0.605,4.950833333333334,3.305,1.6458333333333333,94.99638888888889,96.62555555555555,1.6291666666666704
full,cifar10,vgg11,8,0.01,0,90.59,90.32,-0.27000000000000357,98.33611111111111,98.64583333333333,0.30972222222221957,2.677777777777778,1.8111111111111113,0.8666666666666666,8.413125,8.26375,0.1493750000000002,12.8025,13.063035714285714,-0.26053571428571454,85.53361111111111,85.58279761904761,0.04918650793650503
