dataset,model,kc,poison_rate,seed,comparison,clean_acc_improvement,valid_asr_improvement,wrong_asr_reduction,single_leak_reduction,invalid_leak_reduction,csg_improvement
cifar100,resnet18,8,0.05,0,full_vs_wo_invalid,-0.005299999999999971,-0.000517676767676889,-0.00010101010101010101,0.0030312499999999992,0.5256821428571429,0.525164466089466
cifar100,resnet18,8,0.05,1,full_vs_wo_invalid,-0.0041999999999999815,-0.00148989898989893,-0.00020202020202020202,0.0013,0.28477142857142856,0.2832815295815295
cifar100,resnet18,8,0.05,2,full_vs_wo_invalid,-0.0007000000000000339,-0.0007449494949494095,-0.00030303030303030303,0.00115,0.24325535714285715,0.24251040764790777
cifar100,vgg11,4,0.01,0,full_vs_naive_dual,-0.005700000000000038,-0.004469696969696901,-0.00010101010101010101,0.4804625,0.9488833333333333,0.9327219696969697
cifar100,vgg11,4,0.01,1,full_vs_naive_dual,0.0013999999999999568,-0.009318181818181892,-0.00010101010101010101,0.48474999999999996,0.9094,0.8939026515151514
cifar100,vgg11,4,0.01,2,full_vs_naive_dual,-0.0013999999999999568,-0.010353535353535448,0.00020202020202020202,0.5634375,0.89215,0.8769756313131313
cifar100,vgg11,4,0.01,0,full_vs_single,-0.0030999999999999917,-0.009545454545454524,-0.0007070707070707071,0.9643375,0.9795666666666667,0.9583295454545455
cifar100,vgg11,4,0.01,1,full_vs_single,-0.0020000000000000018,-0.012121212121212088,-0.000505050505050505,0.9667749999999999,0.9772666666666667,0.9589662878787879
cifar100,vgg11,4,0.01,2,full_vs_single,-0.0033999999999999586,-0.014040404040404075,-0.000505050505050505,0.96735,0.9748,0.9559387626262627
cifar100,vgg11,4,0.01,0,full_vs_wo_invalid,-0.00539999999999996,-0.0020707070707070008,0.00020202020202020202,-0.0009875000000000023,0.462075,0.44831262626262636
cifar100,vgg11,4,0.01,1,full_vs_wo_invalid,0.0030999999999999917,-0.0053535353535353325,0.00030303030303030303,0.006087499999999999,0.3463,0.334767297979798
cifar100,vgg11,4,0.01,2,full_vs_wo_invalid,-0.0046999999999999265,-0.0032828282828282207,-0.00010101010101010101,0.005937500000000002,0.3158083333333333,0.30770467171717175
cifar100,vgg11,4,0.05,0,full_vs_naive_dual,0.0012999999999999678,-0.0008333333333333526,-0.00010101010101010101,0.5080250000000001,0.981375,0.9805416666666666
cifar100,vgg11,4,0.05,1,full_vs_naive_dual,0.0012999999999999678,-0.0001515151515150137,0.0,0.4844,0.97715,0.976998484848485
cifar100,vgg11,4,0.05,2,full_vs_naive_dual,0.00029999999999996696,-0.00015151515151512474,0.0,0.4825625,0.9166916666666667,0.9165401515151516
cifar100,vgg11,4,0.05,0,full_vs_single,-0.0037000000000000366,-0.001035353535353556,-0.00020202020202020202,0.9839125,0.9829,0.9818646464646464
cifar100,vgg11,4,0.05,1,full_vs_single,-0.007000000000000006,-0.00040404040404040664,0.0,0.9846375,0.9846499999999999,0.9842459595959595
cifar100,vgg11,4,0.05,2,full_vs_single,-0.007499999999999951,-0.0005555555555555314,0.0,0.9827125,0.9820833333333333,0.9816027777777778
cifar100,vgg11,4,0.05,0,full_vs_wo_invalid,-0.0044000000000000705,-0.0003030303030303605,-0.00020202020202020202,-0.0008000000000000004,0.0008083333333333336,0.0005053030303029393
cifar100,vgg11,4,0.05,1,full_vs_wo_invalid,-0.0006000000000000449,-0.00017676767676766403,0.0,0.0009375,0.023716666666666667,0.023539898989898944
cifar100,vgg11,4,0.05,2,full_vs_wo_invalid,-0.0024999999999999467,0.00012626262626258544,0.0,-0.0007125000000000005,0.0025916666666666675,0.0027179292929292442
cifar100,vgg11,8,0.01,0,full_vs_naive_dual,0.0020000000000000018,-0.018888888888888733,-0.0007070707070707073,0.45045625,0.9106678571428571,0.8876209325396827
cifar100,vgg11,8,0.01,1,full_vs_naive_dual,-0.0043999999999999595,-0.013787878787878904,-0.00040404040404040404,0.51485,0.8634232142857143,0.8399897997835497
cifar100,vgg11,8,0.01,2,full_vs_naive_dual,-0.0032999999999999696,-0.01097222222222205,0.0031313131313131315,0.46438124999999997,0.788525,0.7701447420634923
cifar100,vgg11,8,0.01,0,full_vs_single,0.0010999999999999899,-0.02598484848484839,-0.0034343434343434348,0.943125,0.9578303571428571,0.927687472943723
cifar100,vgg11,8,0.01,1,full_vs_single,-0.0040000000000000036,-0.017323232323232296,-0.0022222222222222222,0.94943125,0.9628285714285715,0.9358598033910535
cifar100,vgg11,8,0.01,2,full_vs_single,-0.0019000000000000128,-0.016792929292929304,-0.0026262626262626267,0.94456875,0.9551017857142857,0.9309008207070707
cifar100,vgg11,8,0.01,0,full_vs_wo_invalid,-0.0025000000000000577,-0.012373737373737259,-0.00010101010101010123,0.006312500000000006,0.5451625,0.528630726911977
cifar100,vgg11,8,0.01,1,full_vs_wo_invalid,-0.0044999999999999485,-0.005631313131313265,0.00020202020202020202,0.005568749999999997,0.467425,0.452148151154401
cifar100,vgg11,8,0.01,2,full_vs_wo_invalid,-0.0045999999999999375,-0.004027777777777852,-0.0009090909090909093,0.008462499999999998,0.40088214285714285,0.3894463293650793
cifar100,vgg11,8,0.05,0,full_vs_naive_dual,-0.007000000000000006,-0.0018434343434343692,0.00010101010101010101,0.48958749999999995,0.9716214285714286,0.9697779942279943
cifar100,vgg11,8,0.05,1,full_vs_naive_dual,-0.009199999999999986,-0.001401515151514987,0.00030303030303030303,0.48828750000000004,0.9551517857142857,0.9537502705627707
cifar100,vgg11,8,0.05,2,full_vs_naive_dual,-0.011300000000000088,-0.0011489898989899272,0.0,0.49626250000000005,0.9440196428571429,0.942870652958153
cifar100,vgg11,8,0.05,0,full_vs_single,-0.007299999999999973,-0.0021338383838384045,-0.00020202020202020202,0.9775,0.9744964285714286,0.9723625901875902
cifar100,vgg11,8,0.05,1,full_vs_single,-0.0048000000000000265,-0.0017676767676766403,-0.00010101010101010101,0.9787125,0.9757142857142858,0.9739466089466091
cifar100,vgg11,8,0.05,2,full_vs_single,-0.013500000000000068,-0.0014267676767676374,-0.00020202020202020202,0.974475,0.9694857142857143,0.9684928751803752
cifar100,vgg11,8,0.05,0,full_vs_wo_invalid,-0.012700000000000045,-0.0013257575757577023,0.00020202020202020202,0.003875,0.3198803571428572,0.3185545995670994
cifar100,vgg11,8,0.05,1,full_vs_wo_invalid,-0.0047000000000000375,-0.0010606060606059842,0.0,0.00513125,0.24045178571428572,0.23939117965367973
cifar100,vgg11,8,0.05,2,full_vs_wo_invalid,-0.008700000000000041,-0.0003914141414140815,0.00010101010101010101,0.0023437499999999986,0.2689642857142857,0.2685728715728717
gtsrb,resnet18,4,0.01,0,full_vs_naive_dual,0.0017418844022170088,-6.313131313129272e-05,0.0,0.45612628661916077,0.9064330958036421,0.9044202416084839
gtsrb,resnet18,4,0.01,1,full_vs_naive_dual,0.0006334125098971244,-4.208754208756549e-05,0.0,0.43114608076009503,0.8681908155186064,0.86689839807417
gtsrb,resnet18,4,0.01,2,full_vs_naive_dual,-0.001425178147268391,8.422809115504748e-05,-0.0002463054187192118,0.47669239904988125,0.9558194774346793,0.9533337662278666
gtsrb,resnet18,4,0.01,0,full_vs_single,0.0003958828186857444,-6.313131313129272e-05,0.0,0.9553939034045923,0.9431776194246503,0.955330772091461
gtsrb,resnet18,4,0.01,1,full_vs_single,0.0011084718923198844,-4.208754208756549e-05,0.0,0.9573535233570863,0.9415742940089733,0.9573114358149988
gtsrb,resnet18,4,0.01,2,full_vs_single,0.0007917656373713777,-8.25671187436594e-05,-0.0002463054187192118,0.9547802850356295,0.9386381631037213,0.9546977179168858
gtsrb,resnet18,4,0.01,0,full_vs_wo_invalid,-0.001425178147268391,-6.313131313129272e-05,0.0,-0.0028503562945368173,0.5249802058590657,0.5229673516639075
gtsrb,resnet18,4,0.01,1,full_vs_wo_invalid,0.0003958828186857444,-4.208754208756549e-05,0.0,-0.0008016627078384795,0.3297835840591185,0.32849116661468203
gtsrb,resnet18,4,0.01,2,full_vs_wo_invalid,-0.0009501187648456311,-6.204166718370985e-05,-0.0002463054187192118,-0.003800475059382423,0.2643045658485088,0.2616725848833573
gtsrb,resnet18,4,0.05,0,full_vs_naive_dual,0.0027711797307996555,4.156922260367679e-05,0.0,0.48161124307205067,0.960266561097915,0.9602223557098034
gtsrb,resnet18,4,0.05,1,full_vs_naive_dual,0.0010292953285827577,0.0,0.0,0.4863915281076801,0.960405120084455,0.9603259435207179
gtsrb,resnet18,4,0.05,2,full_vs_naive_dual,0.0006334125098970134,2.1043771043727233e-05,0.0,0.4964667458432304,0.9438770124043283,0.943898056175372
gtsrb,resnet18,4,0.05,0,full_vs_single,0.004988123515439424,0.0,0.0,0.9599564528899446,0.9599498548429665,0.9599564528899446
gtsrb,resnet18,4,0.05,1,full_vs_single,0.0037212984956452866,0.0,0.0,0.9602731591448932,0.9359527579836369,0.9602731591448932
gtsrb,resnet18,4,0.05,2,full_vs_single,0.00728424386381632,0.0,0.0,0.9595209817893904,0.9407627342306677,0.9591349960411718
gtsrb,resnet18,4,0.05,0,full_vs_wo_invalid,0.00023752969121138,0.0,0.0,-3.958828186856691e-05,0.6470110847189232,0.646925310108208
gtsrb,resnet18,4,0.05,1,full_vs_wo_invalid,0.0027711797307996555,0.0,0.0,-7.917656373713383e-05,0.3327659012932172,0.33268672472948013
gtsrb,resnet18,4,0.05,2,full_vs_wo_invalid,-0.0032462391132225266,0.0,0.0,-0.0002969121140142518,0.30484956452889944,0.30484956452889944
gtsrb,resnet18,8,0.01,0,full_vs_naive_dual,0.00364212193190816,-0.02085650922878468,-0.009857978279030911,0.4751583531274743,0.9543547110055423,0.9283582983761342
gtsrb,resnet18,8,0.01,1,full_vs_naive_dual,-0.001425178147268391,-0.016597567177995987,-0.0019116161616161617,0.4754206254948535,0.9517164347924443,0.9329867558623841
gtsrb,resnet18,8,0.01,2,full_vs_naive_dual,-0.0019002375296911511,-0.017786817507678854,-0.014532019704433498,0.47813242280285034,0.9570608528447009,0.9270211695744502
gtsrb,resnet18,8,0.01,0,full_vs_single,0.0011084718923198844,-0.021848640963798682,-0.009857978279030911,0.9558442201108472,0.9438312973645515,0.9300214092607334
gtsrb,resnet18,8,0.01,1,full_vs_single,-0.00023752969121138,-0.01696113000434374,-0.002416666666666667,0.9567646476642914,0.9411293971270218,0.9398035176599476
gtsrb,resnet18,8,0.01,2,full_vs_single,-0.002454473475851149,-0.017797234174345533,-0.014532019704433498,0.9582986935866983,0.9460553104852393,0.9294136202304846
gtsrb,resnet18,8,0.01,0,full_vs_wo_invalid,0.0015043547110055178,-0.020517126738795244,-0.009024644945697578,0.004067695961995249,0.35316564868227573,0.32750861854285696
gtsrb,resnet18,8,0.01,1,full_vs_wo_invalid,-0.0007125890736342511,-0.016554459128922838,0.0005,0.0051167854315122725,0.32638417599819025,0.30769760511720323
gtsrb,resnet18,8,0.01,2,full_vs_wo_invalid,-0.004196357878068047,-0.0157429797192572,-0.014030766571601417,0.007323832145684878,0.3338324284583192,0.3058365829764903
gtsrb,resnet18,8,0.05,0,full_vs_naive_dual,0.001187648456057011,0.0,0.0,0.4824623911322249,0.9602293292613957,0.9602293292613957
gtsrb,resnet18,8,0.05,1,full_vs_naive_dual,0.0035629453681710332,-1.023661884602678e-05,0.0,0.48382818685669043,0.9603466802397919,0.9603364436209458
gtsrb,resnet18,8,0.05,2,full_vs_naive_dual,0.0019002375296912621,0.0,0.0,0.5835758115597782,0.9088889831467029,0.9088889831467029
gtsrb,resnet18,8,0.05,0,full_vs_single,0.0035629453681710332,0.0,0.0,0.9611490498812351,0.9522324963239452,0.9610140255627191
gtsrb,resnet18,8,0.05,1,full_vs_single,-0.0006334125098971244,-2.0679392446654177e-05,0.0,0.961000593824228,0.9516796742449949,0.9607459194085939
gtsrb,resnet18,8,0.05,2,full_vs_single,-0.0015043547110055178,0.0,0.0,0.9611045130641329,0.9470238095238095,0.9609687818120122
gtsrb,resnet18,8,0.05,0,full_vs_wo_invalid,0.002850356294536782,0.0,0.0,0.001118368962787015,0.32891641217056894,0.3289164121705689
gtsrb,resnet18,8,0.05,1,full_vs_wo_invalid,-0.00292953285827402,-2.0679392446654177e-05,0.0,0.0004008313539192399,0.3221100554235946,0.32208937603114796
gtsrb,resnet18,8,0.05,2,full_vs_wo_invalid,-0.0006334125098970134,0.0,0.0,0.0013905384006334125,0.3382154168080534,0.33821541680805334
gtsrb,vgg11,4,0.01,0,full_vs_naive_dual,0.007046714172604829,-0.0009880024807350507,-0.00015910898965791568,0.4729513064133017,0.95460543679071,0.949081277012535
gtsrb,vgg11,4,0.01,1,full_vs_naive_dual,0.00071258907363414,-0.006230846372097809,-0.001431980906921241,0.47370348376880445,0.951260226972816,0.9395892908672793
gtsrb,vgg11,4,0.01,2,full_vs_naive_dual,0.00411718131433092,-0.008914134892170855,-8.417508417508418e-05,0.4669140934283452,0.9554235946159937,0.9355962900220546
gtsrb,vgg11,4,0.01,0,full_vs_single,0.002929532858273909,-0.0025540214268773287,-0.00015910898965791568,0.9521971496437055,0.9429532858273951,0.9496431282168282
gtsrb,vgg11,4,0.01,1,full_vs_single,0.0027711797307996555,-0.008657708691236832,-0.001431980906921241,0.9489410134600158,0.9405845869622591,0.940283304768779
gtsrb,vgg11,4,0.01,2,full_vs_single,-0.0011084718923198844,-0.009226191983695786,-8.417508417508418e-05,0.9454374505146477,0.9356426497756664,0.9362112585309519
gtsrb,vgg11,4,0.01,0,full_vs_wo_invalid,-0.001187648456057011,0.00044426839132361007,-0.00015910898965791568,0.006838875692794932,0.3240498812351544,0.319957992329038
gtsrb,vgg11,4,0.01,1,full_vs_wo_invalid,-0.0005542359461599977,-0.004531645665989514,-0.001431980906921241,0.005473079968329372,0.15211137503299021,0.1421396396335618
gtsrb,vgg11,4,0.01,2,full_vs_wo_invalid,-0.00015835312747425334,-0.006882209319887589,-8.417508417508418e-05,-0.0027216943784639756,0.1845737661652151,0.1667783871435593
gtsrb,vgg11,4,0.05,0,full_vs_naive_dual,0.0020585906571654045,0.0,0.0,0.48390736342042756,0.9574096067564001,0.9574096067564001
gtsrb,vgg11,4,0.05,1,full_vs_naive_dual,0.0035629453681710332,0.0,0.0,0.48071060965954077,0.9584520981789391,0.9584520981789391
gtsrb,vgg11,4,0.05,2,full_vs_naive_dual,0.0009501187648456311,0.0,0.0,0.49391330166270786,0.9583597255212457,0.9583597255212457
gtsrb,vgg11,4,0.05,0,full_vs_single,-0.0008709422011085044,0.0,0.0,0.958521377672209,0.9517946687780418,0.9578648719978886
gtsrb,vgg11,4,0.05,1,full_vs_single,0.0064133016627079265,0.0,0.0,0.9581749802058591,0.9473805753496964,0.9574623911322249
gtsrb,vgg11,4,0.05,2,full_vs_single,0.004117181314331031,0.0,0.0,0.9589172604908947,0.9421945104249142,0.9580694114542095
gtsrb,vgg11,4,0.05,0,full_vs_wo_invalid,-0.0009501187648456311,0.0,0.0,0.00024742676167854296,0.10124703087885986,0.10124703087885989
gtsrb,vgg11,4,0.05,1,full_vs_wo_invalid,0.00269200316706264,0.0,0.0,0.0008115597783056214,0.12439297967801531,0.12439297967801533
gtsrb,vgg11,4,0.05,2,full_vs_wo_invalid,-0.0032462391132224155,0.0,0.0,0.0017913697545526525,0.1843494325679599,0.18434943256795988
gtsrb,vgg11,8,0.01,0,full_vs_naive_dual,0.005225653206650804,-0.05111152218829218,-0.006317340067340067,0.4634699129057799,0.9295936545639634,0.8784821323756712
gtsrb,vgg11,8,0.01,1,full_vs_naive_dual,-0.0015043547110055178,-0.056951190598466095,-0.008520165859068007,0.5187302058590657,0.8902966293405723,0.8313045214250606
gtsrb,vgg11,8,0.01,2,full_vs_naive_dual,0.004829770387965171,-0.07750425650966741,-0.03554864171924063,0.46177256532066513,0.9223815179278363,0.8262270365645284
gtsrb,vgg11,8,0.01,0,full_vs_single,0.002454473475851149,-0.05432104157227846,-0.006734006734006734,0.9384501187648456,0.9296374844474607,0.8798542496843668
gtsrb,vgg11,8,0.01,1,full_vs_single,0.002216943784639769,-0.06266955143401787,-0.008838383838383838,0.9333630245447347,0.9252714625042416,0.8706934731107169
gtsrb,vgg11,8,0.01,2,full_vs_single,0.001979414093428389,-0.08264942975729095,-0.04039408866995074,0.9335312747426762,0.9341378237755911,0.8346712480018953
gtsrb,vgg11,8,0.01,0,full_vs_wo_invalid,0.003958828186856667,-0.039344240484694426,-0.004461279461279461,0.011282660332541567,0.2843937337405271,0.2450494932558327
gtsrb,vgg11,8,0.01,1,full_vs_wo_invalid,0.009184481393507471,-0.04242365762230638,-0.007485957426291555,0.006017418844022168,0.3047732156995815,0.2603086407602295
gtsrb,vgg11,8,0.01,2,full_vs_wo_invalid,0.0068883610451306865,-0.06911943032207557,-0.03797136519459569,0.0031571654790182105,0.2893493383101459,0.20157968313442998
gtsrb,vgg11,8,0.05,0,full_vs_naive_dual,0.0016627078384798821,-0.0002709116541352863,0.0,0.48463479809976245,0.9577168872299514,0.9574459755758161
gtsrb,vgg11,8,0.05,1,full_vs_naive_dual,0.00704671417260494,-0.0007369239966541485,-0.0002506265664160401,0.4894744655581948,0.9565532745164574,0.9558163505198033
gtsrb,vgg11,8,0.05,2,full_vs_naive_dual,0.012193190815518617,-0.0003520522956492744,-0.0005012531328320802,0.507021971496437,0.9559043094672548,0.9555522571716055
gtsrb,vgg11,8,0.05,0,full_vs_single,0.005621536025336549,-0.0002917449874686451,0.0,0.9588380839271575,0.9481888361045131,0.957760228771156
gtsrb,vgg11,8,0.05,1,full_vs_single,0.010530482977038846,-0.0007369239966541485,-0.0002506265664160401,0.9579473475851148,0.9509854654450854,0.9560524663438051
gtsrb,vgg11,8,0.05,2,full_vs_single,0.012589073634204362,-0.0003520522956492744,-0.0005012531328320802,0.9578285827395091,0.9450316706254949,0.9558378583479431
gtsrb,vgg11,8,0.05,0,full_vs_wo_invalid,0.0030878859857482732,-0.0002500783208019275,0.0,0.0048743072050672995,0.25218159710439997,0.251931518783598
gtsrb,vgg11,8,0.05,1,full_vs_wo_invalid,0.0037212984956452866,-0.0006533818078487963,-0.0002506265664160401,0.0037163499604117183,0.25837574934962104,0.25772236754177236
gtsrb,vgg11,8,0.05,2,full_vs_wo_invalid,0.004829770387965171,-0.0003520522956492744,-0.0005012531328320802,0.004419041963578781,0.2691126569392603,0.26876060464361096
